Date,Day,Week,Month,Quarter,Year,Weekend,Season,Festival,Holiday
2024-10-30,30,44,10,4,2024,False,Post-Monsoon,None,False
2024-10-31,31,44,10,4,2024,False,Post-Monsoon,None,False
2024-11-01,1,44,11,4,2024,False,Post-Monsoon,None,False
2024-11-02,2,44,11,4,2024,True,Post-Monsoon,None,False
2024-11-03,3,44,11,4,2024,True,Post-Monsoon,None,False
2024-11-04,4,45,11,4,2024,False,Post-Monsoon,None,False
2024-11-05,5,45,11,4,2024,False,Post-Monsoon,None,False
2024-11-06,6,45,11,4,2024,False,Post-Monsoon,None,False
2024-11-07,7,45,11,4,2024,False,Post-Monsoon,None,False
2024-11-08,8,45,11,4,2024,False,Post-Monsoon,None,False
2024-11-09,9,45,11,4,2024,True,Post-Monsoon,None,False
2024-11-10,10,45,11,4,2024,True,Post-Monsoon,None,False
2024-11-11,11,46,11,4,2024,False,Post-Monsoon,None,False
2024-11-12,12,46,11,4,2024,False,Post-Monsoon,None,False
2024-11-13,13,46,11,4,2024,False,Post-Monsoon,None,False
2024-11-14,14,46,11,4,2024,False,Post-Monsoon,None,False
2024-11-15,15,46,11,4,2024,False,Post-Monsoon,None,False
2024-11-16,16,46,11,4,2024,True,Post-Monsoon,None,False
2024-11-17,17,46,11,4,2024,True,Post-Monsoon,None,False
