Date,Day,Week,Month,Quarter,Year,Weekend,Season,Festival,Holiday
2024-11-18,18,47,11,4,2024,False,Post-Monsoon,None,False
2024-11-19,19,47,11,4,2024,False,Post-Monsoon,None,False
2024-11-20,20,47,11,4,2024,False,Post-Monsoon,None,False
2024-11-21,21,47,11,4,2024,False,Post-Monsoon,None,False
2024-11-22,22,47,11,4,2024,False,Post-Monsoon,None,False
2024-11-23,23,47,11,4,2024,True,Post-Monsoon,None,False
2024-11-24,24,47,11,4,2024,True,Post-Monsoon,None,False
2024-11-25,25,48,11,4,2024,False,Post-Monsoon,None,False
2024-11-26,26,48,11,4,2024,False,Post-Monsoon,None,False
2024-11-27,27,48,11,4,2024,False,Post-Monsoon,None,False
2024-11-28,28,48,11,4,2024,False,Post-Monsoon,None,False
2024-11-29,29,48,11,4,2024,False,Post-Monsoon,None,False
2024-11-30,30,48,11,4,2024,True,Post-Monsoon,None,False
2024-12-01,1,48,12,4,2024,True,Winter,None,False
2024-12-02,2,49,12,4,2024,False,Winter,None,False
2024-12-03,3,49,12,4,2024,False,Winter,None,False
2024-12-04,4,49,12,4,2024,False,Winter,None,False
2024-12-05,5,49,12,4,2024,False,Winter,None,False
2024-12-06,6,49,12,4,2024,False,Winter,None,False
2024-12-07,7,49,12,4,2024,True,Winter,None,False
2024-12-08,8,49,12,4,2024,True,Winter,None,False
2024-12-09,9,50,12,4,2024,False,Winter,None,False
2024-12-10,10,50,12,4,2024,False,Winter,None,False
2024-12-11,11,50,12,4,2024,False,Winter,None,False
2024-12-12,12,50,12,4,2024,False,Winter,None,False
2024-12-13,13,50,12,4,2024,False,Winter,None,False
2024-12-14,14,50,12,4,2024,True,Winter,None,False
2024-12-15,15,50,12,4,2024,True,Winter,None,False
2024-12-16,16,51,12,4,2024,False,Winter,None,False
2024-12-17,17,51,12,4,2024,False,Winter,None,False
2024-12-18,18,51,12,4,2024,False,Winter,None,False
2024-12-19,19,51,12,4,2024,False,Winter,None,False
2024-12-20,20,51,12,4,2024,False,Winter,None,False
2024-12-21,21,51,12,4,2024,True,Winter,None,False
2024-12-22,22,51,12,4,2024,True,Winter,None,False
2024-12-23,23,52,12,4,2024,False,Winter,None,False
2024-12-24,24,52,12,4,2024,False,Winter,None,False
2024-12-25,25,52,12,4,2024,False,Winter,Christmas,True
2024-12-26,26,52,12,4,2024,False,Winter,None,False
2024-12-27,27,52,12,4,2024,False,Winter,None,False
2024-12-28,28,52,12,4,2024,True,Winter,None,False
2024-12-29,29,52,12,4,2024,True,Winter,None,False
2024-12-30,30,1,12,4,2024,False,Winter,None,False
2024-12-31,31,1,12,4,2024,False,Winter,None,False
2025-01-01,1,1,1,1,2025,False,Winter,New Year,True
2025-01-02,2,1,1,1,2025,False,Winter,None,False
2025-01-03,3,1,1,1,2025,False,Winter,None,False
2025-01-04,4,1,1,1,2025,True,Winter,None,False
2025-01-05,5,1,1,1,2025,True,Winter,None,False
2025-01-06,6,2,1,1,2025,False,Winter,None,False
2025-01-07,7,2,1,1,2025,False,Winter,None,False
2025-01-08,8,2,1,1,2025,False,Winter,None,False
2025-01-09,9,2,1,1,2025,False,Winter,None,False
2025-01-10,10,2,1,1,2025,False,Winter,None,False
2025-01-11,11,2,1,1,2025,True,Winter,None,False
2025-01-12,12,2,1,1,2025,True,Winter,None,False
2025-01-13,13,3,1,1,2025,False,Winter,None,False
2025-01-14,14,3,1,1,2025,False,Winter,None,False
2025-01-15,15,3,1,1,2025,False,Winter,None,False
2025-01-16,16,3,1,1,2025,False,Winter,None,False
2025-01-17,17,3,1,1,2025,False,Winter,None,False
2025-01-18,18,3,1,1,2025,True,Winter,None,False
2025-01-19,19,3,1,1,2025,True,Winter,None,False
2025-01-20,20,4,1,1,2025,False,Winter,None,False
2025-01-21,21,4,1,1,2025,False,Winter,None,False
2025-01-22,22,4,1,1,2025,False,Winter,None,False
2025-01-23,23,4,1,1,2025,False,Winter,None,False
2025-01-24,24,4,1,1,2025,False,Winter,None,False
2025-01-25,25,4,1,1,2025,True,Winter,None,False
2025-01-26,26,4,1,1,2025,True,Winter,Republic Day,True
2025-01-27,27,5,1,1,2025,False,Winter,None,False
2025-01-28,28,5,1,1,2025,False,Winter,None,False
2025-01-29,29,5,1,1,2025,False,Winter,None,False
2025-01-30,30,5,1,1,2025,False,Winter,None,False
2025-01-31,31,5,1,1,2025,False,Winter,None,False
2025-02-01,1,5,2,1,2025,True,Winter,None,False
2025-02-02,2,5,2,1,2025,True,Winter,None,False
2025-02-03,3,6,2,1,2025,False,Winter,None,False
2025-02-04,4,6,2,1,2025,False,Winter,None,False
2025-02-05,5,6,2,1,2025,False,Winter,None,False
2025-02-06,6,6,2,1,2025,False,Winter,None,False
2025-02-07,7,6,2,1,2025,False,Winter,None,False
2025-02-08,8,6,2,1,2025,True,Winter,None,False
2025-02-09,9,6,2,1,2025,True,Winter,None,False
2025-02-10,10,7,2,1,2025,False,Winter,None,False
2025-02-11,11,7,2,1,2025,False,Winter,None,False
2025-02-12,12,7,2,1,2025,False,Winter,None,False
2025-02-13,13,7,2,1,2025,False,Winter,None,False
2025-02-14,14,7,2,1,2025,False,Winter,None,False
2025-02-15,15,7,2,1,2025,True,Winter,None,False
2025-02-16,16,7,2,1,2025,True,Winter,None,False
2025-02-17,17,8,2,1,2025,False,Winter,None,False
2025-02-18,18,8,2,1,2025,False,Winter,None,False
2025-02-19,19,8,2,1,2025,False,Winter,None,False
2025-02-20,20,8,2,1,2025,False,Winter,None,False
2025-02-21,21,8,2,1,2025,False,Winter,None,False
2025-02-22,22,8,2,1,2025,True,Winter,None,False
2025-02-23,23,8,2,1,2025,True,Winter,None,False
2025-02-24,24,9,2,1,2025,False,Winter,None,False
2025-02-25,25,9,2,1,2025,False,Winter,None,False
2025-02-26,26,9,2,1,2025,False,Winter,None,False
2025-02-27,27,9,2,1,2025,False,Winter,None,False
2025-02-28,28,9,2,1,2025,False,Winter,None,False
2025-03-01,1,9,3,1,2025,True,Summer,None,False
2025-03-02,2,9,3,1,2025,True,Summer,None,False
2025-03-03,3,10,3,1,2025,False,Summer,None,False
2025-03-04,4,10,3,1,2025,False,Summer,None,False
2025-03-05,5,10,3,1,2025,False,Summer,None,False
2025-03-06,6,10,3,1,2025,False,Summer,None,False
2025-03-07,7,10,3,1,2025,False,Summer,None,False
2025-03-08,8,10,3,1,2025,True,Summer,None,False
2025-03-09,9,10,3,1,2025,True,Summer,None,False
2025-03-10,10,11,3,1,2025,False,Summer,None,False
2025-03-11,11,11,3,1,2025,False,Summer,None,False
2025-03-12,12,11,3,1,2025,False,Summer,None,False
2025-03-13,13,11,3,1,2025,False,Summer,None,False
2025-03-14,14,11,3,1,2025,False,Summer,None,False
2025-03-15,15,11,3,1,2025,True,Summer,None,False
2025-03-16,16,11,3,1,2025,True,Summer,None,False
2025-03-17,17,12,3,1,2025,False,Summer,None,False
2025-03-18,18,12,3,1,2025,False,Summer,None,False
2025-03-19,19,12,3,1,2025,False,Summer,None,False
2025-03-20,20,12,3,1,2025,False,Summer,None,False
2025-03-21,21,12,3,1,2025,False,Summer,None,False
2025-03-22,22,12,3,1,2025,True,Summer,None,False
2025-03-23,23,12,3,1,2025,True,Summer,None,False
2025-03-24,24,13,3,1,2025,False,Summer,None,False
2025-03-25,25,13,3,1,2025,False,Summer,None,False
2025-03-26,26,13,3,1,2025,False,Summer,None,False
2025-03-27,27,13,3,1,2025,False,Summer,None,False
2025-03-28,28,13,3,1,2025,False,Summer,None,False
2025-03-29,29,13,3,1,2025,True,Summer,None,False
2025-03-30,30,13,3,1,2025,True,Summer,None,False
2025-03-31,31,14,3,1,2025,False,Summer,None,False
2025-04-01,1,14,4,2,2025,False,Summer,None,False
2025-04-02,2,14,4,2,2025,False,Summer,None,False
2025-04-03,3,14,4,2,2025,False,Summer,None,False
2025-04-04,4,14,4,2,2025,False,Summer,None,False
2025-04-05,5,14,4,2,2025,True,Summer,None,False
2025-04-06,6,14,4,2,2025,True,Summer,None,False
2025-04-07,7,15,4,2,2025,False,Summer,None,False
2025-04-08,8,15,4,2,2025,False,Summer,None,False
2025-04-09,9,15,4,2,2025,False,Summer,None,False
2025-04-10,10,15,4,2,2025,False,Summer,None,False
2025-04-11,11,15,4,2,2025,False,Summer,None,False
2025-04-12,12,15,4,2,2025,True,Summer,None,False
2025-04-13,13,15,4,2,2025,True,Summer,None,False
2025-04-14,14,16,4,2,2025,False,Summer,None,False
2025-04-15,15,16,4,2,2025,False,Summer,None,False
2025-04-16,16,16,4,2,2025,False,Summer,None,False
2025-04-17,17,16,4,2,2025,False,Summer,None,False
2025-04-18,18,16,4,2,2025,False,Summer,None,False
2025-04-19,19,16,4,2,2025,True,Summer,None,False
2025-04-20,20,16,4,2,2025,True,Summer,None,False
2025-04-21,21,17,4,2,2025,False,Summer,None,False
2025-04-22,22,17,4,2,2025,False,Summer,None,False
2025-04-23,23,17,4,2,2025,False,Summer,None,False
2025-04-24,24,17,4,2,2025,False,Summer,None,False
2025-04-25,25,17,4,2,2025,False,Summer,None,False
2025-04-26,26,17,4,2,2025,True,Summer,None,False
2025-04-27,27,17,4,2,2025,True,Summer,None,False
2025-04-28,28,18,4,2,2025,False,Summer,None,False
2025-04-29,29,18,4,2,2025,False,Summer,None,False
2025-04-30,30,18,4,2,2025,False,Summer,None,False
2025-05-01,1,18,5,2,2025,False,Summer,None,False
2025-05-02,2,18,5,2,2025,False,Summer,None,False
2025-05-03,3,18,5,2,2025,True,Summer,None,False
2025-05-04,4,18,5,2,2025,True,Summer,None,False
2025-05-05,5,19,5,2,2025,False,Summer,None,False
2025-05-06,6,19,5,2,2025,False,Summer,None,False
2025-05-07,7,19,5,2,2025,False,Summer,None,False
2025-05-08,8,19,5,2,2025,False,Summer,None,False
2025-05-09,9,19,5,2,2025,False,Summer,None,False
2025-05-10,10,19,5,2,2025,True,Summer,None,False
2025-05-11,11,19,5,2,2025,True,Summer,None,False
2025-05-12,12,20,5,2,2025,False,Summer,None,False
2025-05-13,13,20,5,2,2025,False,Summer,None,False
2025-05-14,14,20,5,2,2025,False,Summer,None,False
2025-05-15,15,20,5,2,2025,False,Summer,None,False
2025-05-16,16,20,5,2,2025,False,Summer,None,False
2025-05-17,17,20,5,2,2025,True,Summer,None,False
2025-05-18,18,20,5,2,2025,True,Summer,None,False
2025-05-19,19,21,5,2,2025,False,Summer,None,False
2025-05-20,20,21,5,2,2025,False,Summer,None,False
2025-05-21,21,21,5,2,2025,False,Summer,None,False
2025-05-22,22,21,5,2,2025,False,Summer,None,False
2025-05-23,23,21,5,2,2025,False,Summer,None,False
2025-05-24,24,21,5,2,2025,True,Summer,None,False
2025-05-25,25,21,5,2,2025,True,Summer,None,False
2025-05-26,26,22,5,2,2025,False,Summer,None,False
2025-05-27,27,22,5,2,2025,False,Summer,None,False
2025-05-28,28,22,5,2,2025,False,Summer,None,False
2025-05-29,29,22,5,2,2025,False,Summer,None,False
2025-05-30,30,22,5,2,2025,False,Summer,None,False
2025-05-31,31,22,5,2,2025,True,Summer,None,False
2025-06-01,1,22,6,2,2025,True,Monsoon,None,False
2025-06-02,2,23,6,2,2025,False,Monsoon,None,False
2025-06-03,3,23,6,2,2025,False,Monsoon,None,False
2025-06-04,4,23,6,2,2025,False,Monsoon,None,False
2025-06-05,5,23,6,2,2025,False,Monsoon,None,False
2025-06-06,6,23,6,2,2025,False,Monsoon,None,False
2025-06-07,7,23,6,2,2025,True,Monsoon,None,False
2025-06-08,8,23,6,2,2025,True,Monsoon,None,False
2025-06-09,9,24,6,2,2025,False,Monsoon,None,False
2025-06-10,10,24,6,2,2025,False,Monsoon,None,False
2025-06-11,11,24,6,2,2025,False,Monsoon,None,False
2025-06-12,12,24,6,2,2025,False,Monsoon,None,False
2025-06-13,13,24,6,2,2025,False,Monsoon,None,False
2025-06-14,14,24,6,2,2025,True,Monsoon,None,False
2025-06-15,15,24,6,2,2025,True,Monsoon,None,False
2025-06-16,16,25,6,2,2025,False,Monsoon,None,False
2025-06-17,17,25,6,2,2025,False,Monsoon,None,False
2025-06-18,18,25,6,2,2025,False,Monsoon,None,False
2025-06-19,19,25,6,2,2025,False,Monsoon,None,False
2025-06-20,20,25,6,2,2025,False,Monsoon,None,False
2025-06-21,21,25,6,2,2025,True,Monsoon,None,False
2025-06-22,22,25,6,2,2025,True,Monsoon,None,False
2025-06-23,23,26,6,2,2025,False,Monsoon,None,False
2025-06-24,24,26,6,2,2025,False,Monsoon,None,False
2025-06-25,25,26,6,2,2025,False,Monsoon,None,False
2025-06-26,26,26,6,2,2025,False,Monsoon,None,False
2025-06-27,27,26,6,2,2025,False,Monsoon,None,False
2025-06-28,28,26,6,2,2025,True,Monsoon,None,False
2025-06-29,29,26,6,2,2025,True,Monsoon,None,False
2025-06-30,30,27,6,2,2025,False,Monsoon,None,False
2025-07-01,1,27,7,3,2025,False,Monsoon,None,False
2025-07-02,2,27,7,3,2025,False,Monsoon,None,False
2025-07-03,3,27,7,3,2025,False,Monsoon,None,False
2025-07-04,4,27,7,3,2025,False,Monsoon,None,False
2025-07-05,5,27,7,3,2025,True,Monsoon,None,False
2025-07-06,6,27,7,3,2025,True,Monsoon,None,False
2025-07-07,7,28,7,3,2025,False,Monsoon,None,False
2025-07-08,8,28,7,3,2025,False,Monsoon,None,False
2025-07-09,9,28,7,3,2025,False,Monsoon,None,False
2025-07-10,10,28,7,3,2025,False,Monsoon,None,False
2025-07-11,11,28,7,3,2025,False,Monsoon,None,False
2025-07-12,12,28,7,3,2025,True,Monsoon,None,False
2025-07-13,13,28,7,3,2025,True,Monsoon,None,False
2025-07-14,14,29,7,3,2025,False,Monsoon,None,False
2025-07-15,15,29,7,3,2025,False,Monsoon,None,False
2025-07-16,16,29,7,3,2025,False,Monsoon,None,False
2025-07-17,17,29,7,3,2025,False,Monsoon,None,False
2025-07-18,18,29,7,3,2025,False,Monsoon,None,False
2025-07-19,19,29,7,3,2025,True,Monsoon,None,False
2025-07-20,20,29,7,3,2025,True,Monsoon,None,False
2025-07-21,21,30,7,3,2025,False,Monsoon,None,False
2025-07-22,22,30,7,3,2025,False,Monsoon,None,False
2025-07-23,23,30,7,3,2025,False,Monsoon,None,False
2025-07-24,24,30,7,3,2025,False,Monsoon,None,False
2025-07-25,25,30,7,3,2025,False,Monsoon,None,False
2025-07-26,26,30,7,3,2025,True,Monsoon,None,False
2025-07-27,27,30,7,3,2025,True,Monsoon,None,False
2025-07-28,28,31,7,3,2025,False,Monsoon,None,False
2025-07-29,29,31,7,3,2025,False,Monsoon,None,False
2025-07-30,30,31,7,3,2025,False,Monsoon,None,False
2025-07-31,31,31,7,3,2025,False,Monsoon,None,False
2025-08-01,1,31,8,3,2025,False,Monsoon,None,False
2025-08-02,2,31,8,3,2025,True,Monsoon,None,False
2025-08-03,3,31,8,3,2025,True,Monsoon,None,False
2025-08-04,4,32,8,3,2025,False,Monsoon,None,False
2025-08-05,5,32,8,3,2025,False,Monsoon,None,False
2025-08-06,6,32,8,3,2025,False,Monsoon,None,False
2025-08-07,7,32,8,3,2025,False,Monsoon,None,False
2025-08-08,8,32,8,3,2025,False,Monsoon,None,False
2025-08-09,9,32,8,3,2025,True,Monsoon,None,False
2025-08-10,10,32,8,3,2025,True,Monsoon,None,False
2025-08-11,11,33,8,3,2025,False,Monsoon,None,False
2025-08-12,12,33,8,3,2025,False,Monsoon,None,False
2025-08-13,13,33,8,3,2025,False,Monsoon,None,False
2025-08-14,14,33,8,3,2025,False,Monsoon,None,False
2025-08-15,15,33,8,3,2025,False,Monsoon,Independence Day,True
2025-08-16,16,33,8,3,2025,True,Monsoon,None,False
2025-08-17,17,33,8,3,2025,True,Monsoon,None,False
2025-08-18,18,34,8,3,2025,False,Monsoon,None,False
2025-08-19,19,34,8,3,2025,False,Monsoon,None,False
2025-08-20,20,34,8,3,2025,False,Monsoon,None,False
2025-08-21,21,34,8,3,2025,False,Monsoon,None,False
2025-08-22,22,34,8,3,2025,False,Monsoon,None,False
2025-08-23,23,34,8,3,2025,True,Monsoon,None,False
2025-08-24,24,34,8,3,2025,True,Monsoon,None,False
2025-08-25,25,35,8,3,2025,False,Monsoon,None,False
2025-08-26,26,35,8,3,2025,False,Monsoon,None,False
2025-08-27,27,35,8,3,2025,False,Monsoon,None,False
2025-08-28,28,35,8,3,2025,False,Monsoon,None,False
2025-08-29,29,35,8,3,2025,False,Monsoon,None,False
2025-08-30,30,35,8,3,2025,True,Monsoon,None,False
2025-08-31,31,35,8,3,2025,True,Monsoon,None,False
2025-09-01,1,36,9,3,2025,False,Monsoon,None,False
2025-09-02,2,36,9,3,2025,False,Monsoon,None,False
2025-09-03,3,36,9,3,2025,False,Monsoon,None,False
2025-09-04,4,36,9,3,2025,False,Monsoon,None,False
2025-09-05,5,36,9,3,2025,False,Monsoon,None,False
2025-09-06,6,36,9,3,2025,True,Monsoon,None,False
2025-09-07,7,36,9,3,2025,True,Monsoon,None,False
2025-09-08,8,37,9,3,2025,False,Monsoon,None,False
2025-09-09,9,37,9,3,2025,False,Monsoon,None,False
2025-09-10,10,37,9,3,2025,False,Monsoon,None,False
2025-09-11,11,37,9,3,2025,False,Monsoon,None,False
2025-09-12,12,37,9,3,2025,False,Monsoon,None,False
2025-09-13,13,37,9,3,2025,True,Monsoon,None,False
2025-09-14,14,37,9,3,2025,True,Monsoon,None,False
2025-09-15,15,38,9,3,2025,False,Monsoon,None,False
2025-09-16,16,38,9,3,2025,False,Monsoon,None,False
2025-09-17,17,38,9,3,2025,False,Monsoon,None,False
2025-09-18,18,38,9,3,2025,False,Monsoon,None,False
2025-09-19,19,38,9,3,2025,False,Monsoon,None,False
2025-09-20,20,38,9,3,2025,True,Monsoon,None,False
2025-09-21,21,38,9,3,2025,True,Monsoon,None,False
2025-09-22,22,39,9,3,2025,False,Monsoon,None,False
2025-09-23,23,39,9,3,2025,False,Monsoon,None,False
2025-09-24,24,39,9,3,2025,False,Monsoon,None,False
2025-09-25,25,39,9,3,2025,False,Monsoon,None,False
2025-09-26,26,39,9,3,2025,False,Monsoon,None,False
2025-09-27,27,39,9,3,2025,True,Monsoon,None,False
2025-09-28,28,39,9,3,2025,True,Monsoon,None,False
2025-09-29,29,40,9,3,2025,False,Monsoon,None,False
2025-09-30,30,40,9,3,2025,False,Monsoon,None,False
2025-10-01,1,40,10,4,2025,False,Post-Monsoon,None,False
2025-10-02,2,40,10,4,2025,False,Post-Monsoon,Gandhi Jayanti,True
2025-10-03,3,40,10,4,2025,False,Post-Monsoon,None,False
2025-10-04,4,40,10,4,2025,True,Post-Monsoon,None,False
2025-10-05,5,40,10,4,2025,True,Post-Monsoon,None,False
2025-10-06,6,41,10,4,2025,False,Post-Monsoon,None,False
2025-10-07,7,41,10,4,2025,False,Post-Monsoon,None,False
2025-10-08,8,41,10,4,2025,False,Post-Monsoon,None,False
2025-10-09,9,41,10,4,2025,False,Post-Monsoon,None,False
2025-10-10,10,41,10,4,2025,False,Post-Monsoon,None,False
2025-10-11,11,41,10,4,2025,True,Post-Monsoon,None,False
2025-10-12,12,41,10,4,2025,True,Post-Monsoon,None,False
2025-10-13,13,42,10,4,2025,False,Post-Monsoon,None,False
2025-10-14,14,42,10,4,2025,False,Post-Monsoon,None,False
2025-10-15,15,42,10,4,2025,False,Post-Monsoon,None,False
2025-10-16,16,42,10,4,2025,False,Post-Monsoon,None,False
2025-10-17,17,42,10,4,2025,False,Post-Monsoon,None,False
2025-10-18,18,42,10,4,2025,True,Post-Monsoon,None,False
2025-10-19,19,42,10,4,2025,True,Post-Monsoon,None,False
2025-10-20,20,43,10,4,2025,False,Post-Monsoon,None,False
2025-10-21,21,43,10,4,2025,False,Post-Monsoon,None,False
2025-10-22,22,43,10,4,2025,False,Post-Monsoon,None,False
2025-10-23,23,43,10,4,2025,False,Post-Monsoon,None,False
2025-10-24,24,43,10,4,2025,False,Post-Monsoon,None,False
2025-10-25,25,43,10,4,2025,True,Post-Monsoon,None,False
2025-10-26,26,43,10,4,2025,True,Post-Monsoon,None,False
2025-10-27,27,44,10,4,2025,False,Post-Monsoon,None,False
2025-10-28,28,44,10,4,2025,False,Post-Monsoon,None,False
2025-10-29,29,44,10,4,2025,False,Post-Monsoon,None,False
2025-10-30,30,44,10,4,2025,False,Post-Monsoon,None,False
2025-10-31,31,44,10,4,2025,False,Post-Monsoon,None,False
2025-11-01,1,44,11,4,2025,True,Post-Monsoon,None,False
2025-11-02,2,44,11,4,2025,True,Post-Monsoon,None,False
2025-11-03,3,45,11,4,2025,False,Post-Monsoon,None,False
2025-11-04,4,45,11,4,2025,False,Post-Monsoon,None,False
2025-11-05,5,45,11,4,2025,False,Post-Monsoon,None,False
2025-11-06,6,45,11,4,2025,False,Post-Monsoon,None,False
2025-11-07,7,45,11,4,2025,False,Post-Monsoon,None,False
2025-11-08,8,45,11,4,2025,True,Post-Monsoon,None,False
2025-11-09,9,45,11,4,2025,True,Post-Monsoon,None,False
2025-11-10,10,46,11,4,2025,False,Post-Monsoon,None,False
2025-11-11,11,46,11,4,2025,False,Post-Monsoon,None,False
2025-11-12,12,46,11,4,2025,False,Post-Monsoon,None,False
2025-11-13,13,46,11,4,2025,False,Post-Monsoon,None,False
2025-11-14,14,46,11,4,2025,False,Post-Monsoon,None,False
2025-11-15,15,46,11,4,2025,True,Post-Monsoon,None,False
2025-11-16,16,46,11,4,2025,True,Post-Monsoon,None,False
2025-11-17,17,47,11,4,2025,False,Post-Monsoon,None,False
2025-11-18,18,47,11,4,2025,False,Post-Monsoon,None,False
2025-11-19,19,47,11,4,2025,False,Post-Monsoon,None,False
2025-11-20,20,47,11,4,2025,False,Post-Monsoon,None,False
2025-11-21,21,47,11,4,2025,False,Post-Monsoon,None,False
2025-11-22,22,47,11,4,2025,True,Post-Monsoon,None,False
2025-11-23,23,47,11,4,2025,True,Post-Monsoon,None,False
2025-11-24,24,48,11,4,2025,False,Post-Monsoon,None,False
2025-11-25,25,48,11,4,2025,False,Post-Monsoon,None,False
2025-11-26,26,48,11,4,2025,False,Post-Monsoon,None,False
2025-11-27,27,48,11,4,2025,False,Post-Monsoon,None,False
2025-11-28,28,48,11,4,2025,False,Post-Monsoon,None,False
2025-11-29,29,48,11,4,2025,True,Post-Monsoon,None,False
2025-11-30,30,48,11,4,2025,True,Post-Monsoon,None,False
2025-12-01,1,49,12,4,2025,False,Winter,None,False
2025-12-02,2,49,12,4,2025,False,Winter,None,False
2025-12-03,3,49,12,4,2025,False,Winter,None,False
2025-12-04,4,49,12,4,2025,False,Winter,None,False
2025-12-05,5,49,12,4,2025,False,Winter,None,False
2025-12-06,6,49,12,4,2025,True,Winter,None,False
2025-12-07,7,49,12,4,2025,True,Winter,None,False
2025-12-08,8,50,12,4,2025,False,Winter,None,False
2025-12-09,9,50,12,4,2025,False,Winter,None,False
2025-12-10,10,50,12,4,2025,False,Winter,None,False
2025-12-11,11,50,12,4,2025,False,Winter,None,False
2025-12-12,12,50,12,4,2025,False,Winter,None,False
2025-12-13,13,50,12,4,2025,True,Winter,None,False
2025-12-14,14,50,12,4,2025,True,Winter,None,False
2025-12-15,15,51,12,4,2025,False,Winter,None,False
2025-12-16,16,51,12,4,2025,False,Winter,None,False
2025-12-17,17,51,12,4,2025,False,Winter,None,False
2025-12-18,18,51,12,4,2025,False,Winter,None,False
2025-12-19,19,51,12,4,2025,False,Winter,None,False
2025-12-20,20,51,12,4,2025,True,Winter,None,False
2025-12-21,21,51,12,4,2025,True,Winter,None,False
2025-12-22,22,52,12,4,2025,False,Winter,None,False
2025-12-23,23,52,12,4,2025,False,Winter,None,False
2025-12-24,24,52,12,4,2025,False,Winter,None,False
2025-12-25,25,52,12,4,2025,False,Winter,Christmas,True
2025-12-26,26,52,12,4,2025,False,Winter,None,False
2025-12-27,27,52,12,4,2025,True,Winter,None,False
2025-12-28,28,52,12,4,2025,True,Winter,None,False
2025-12-29,29,1,12,4,2025,False,Winter,None,False
2025-12-30,30,1,12,4,2025,False,Winter,None,False
2025-12-31,31,1,12,4,2025,False,Winter,None,False
2026-01-01,1,1,1,1,2026,False,Winter,New Year,True
2026-01-02,2,1,1,1,2026,False,Winter,None,False
2026-01-03,3,1,1,1,2026,True,Winter,None,False
2026-01-04,4,1,1,1,2026,True,Winter,None,False
2026-01-05,5,2,1,1,2026,False,Winter,None,False
2026-01-06,6,2,1,1,2026,False,Winter,None,False
2026-01-07,7,2,1,1,2026,False,Winter,None,False
2026-01-08,8,2,1,1,2026,False,Winter,None,False
2026-01-09,9,2,1,1,2026,False,Winter,None,False
2026-01-10,10,2,1,1,2026,True,Winter,None,False
2026-01-11,11,2,1,1,2026,True,Winter,None,False
2026-01-12,12,3,1,1,2026,False,Winter,None,False
